window,window_mid,player_id,player_name,poss_off,poss_def,shrinkage,prior_off,prior_def,prior_total,boost_off,boost_def,boost_total,u_off,u_def,u_total,u_plain_off,u_plain_def,u_plain_total,rapm_mm_off,rapm_mm_def,rapm_mm_total,rating_off,rating_def,rating_total,prior_off_po,prior_total_po,rapm_mm_off_po,rapm_mm_total_po,prior_def_po,rapm_mm_def_po,rating_off_po,rating_def_po,rating_total_po,rating_off_raw,rating_def_raw,rating_off_po_raw,rating_def_po_raw,key,player_name_con,team,adj_offense,adj_defense,adj_overall,z_ours_total,z_con_total,d_total,rk_ours_total,rk_con_total,dr_total,z_ours_off,z_con_off,d_off,rk_ours_off,rk_con_off,dr_off,z_ours_def,z_con_def,d_def,rk_ours_def,rk_con_def,dr_def,bigness,minutes,orb,blk,drb,ast,fg3m,archetype,mins_bucket
2024-2026,2025.0,204001,Kristaps Porziņģis,7585.0,7550.0,0.292,3.197,-0.0,3.197,-1.122,-0.218,-1.341,-0.808,1.304,0.496,-0.808,1.304,0.496,2.389,1.304,3.693,2.435,1.437,3.872,4.002,4.002,3.194,4.498,-0.0,1.304,3.292,1.437,4.73,2.389,1.304,3.194,1.304,kristaps porzingis,Kristaps Porzingis,Golden State Warriors,1.8,0.3,2.1,1.665,1.025,0.639,28.0,75.5,47.5,1.527,1.141,0.386,31.0,57.5,26.5,0.997,0.244,0.753,69.0,177.0,108.0,3.585,3667.0,2.013,2.081,6.43,2.778,2.621,big,3000+
2024-2026,2025.0,1630631,Jose Alvarado,7692.0,7677.0,0.295,-0.19,-0.0,-0.19,-0.546,0.014,-0.531,0.199,0.833,1.033,0.199,0.833,1.033,0.009,0.833,0.842,0.01,0.899,0.909,-0.198,-0.198,0.001,0.834,-0.0,0.833,0.003,0.899,0.902,0.009,0.833,0.001,0.833,jose alvarado,Jose Alvarado,New York Knicks,-0.5,0.8,0.4,0.432,0.328,0.104,140.0,156.5,16.5,0.178,-0.035,0.213,168.0,207.5,39.5,0.57,0.702,-0.132,129.0,106.0,-23.0,-1.901,3766.0,0.746,0.354,3.413,5.831,2.772,guard,3000+
2024-2026,2025.0,1631200,Kris Murray,7695.0,7697.0,0.295,-2.671,-0.0,-2.671,0.814,0.283,1.097,0.244,0.747,0.991,0.244,0.747,0.991,-2.427,0.747,-1.679,-2.046,0.804,-1.242,-3.334,-3.334,-3.09,-2.343,-0.0,0.747,-2.524,0.804,-1.72,-2.427,0.747,-3.09,0.747,kris murray,Kris Murray,Portland Trail Blazers,-2.2,1.7,-0.5,-0.464,-0.042,-0.422,307.0,222.0,-85.0,-0.966,-0.904,-0.062,413.0,404.0,-9.0,0.494,1.526,-1.032,137.0,33.5,-103.5,2.52,3725.0,2.426,0.58,3.489,2.213,1.063,big,3000+
2024-2026,2025.0,204456,T.J. McConnell,7723.0,7785.0,0.296,0.905,-0.0,0.905,-0.225,-0.815,-1.04,0.218,-0.663,-0.445,0.218,-0.663,-0.445,1.123,-0.663,0.46,1.102,-0.662,0.441,0.642,0.642,0.86,0.196,-0.0,-0.663,0.837,-0.662,0.176,1.123,-0.663,0.86,-0.663,t j mcconnell,T.J. McConnell,Indiana Pacers,-0.8,-0.4,-1.3,0.237,-0.37,0.607,171.0,286.5,115.5,0.785,-0.189,0.974,81.0,249.5,168.5,-0.669,-0.397,-0.272,347.0,298.5,-48.5,-2.653,3674.0,0.999,0.382,3.978,10.073,0.48,guard,3000+
2024-2026,2025.0,1628997,Caleb Martin,7772.0,7780.0,0.298,-2.931,-0.0,-2.931,0.227,-0.032,0.195,-0.296,0.862,0.566,-0.296,0.862,0.566,-3.228,0.862,-2.365,-2.624,0.932,-1.692,-3.152,-3.152,-3.449,-2.586,-0.0,0.862,-2.797,0.932,-1.865,-3.228,0.862,-3.449,0.862,caleb martin,Caleb Martin,Dallas Mavericks,-3.7,0.7,-3.0,-0.651,-1.068,0.417,352.0,413.5,61.5,-1.288,-1.671,0.384,450.0,467.5,17.5,0.595,0.61,-0.015,122.0,125.0,3.0,1.325,3835.0,1.455,0.629,4.187,2.995,1.295,wing,3000+
2024-2026,2025.0,1631093,Jaden Ivey,7832.0,7817.0,0.299,-0.691,-0.0,-0.691,-0.366,0.056,-0.31,-0.512,-0.441,-0.953,-0.512,-0.441,-0.953,-1.203,-0.441,-1.644,-1.075,-0.445,-1.52,-0.615,-0.615,-1.127,-1.568,-0.0,-0.441,-1.011,-0.445,-1.456,-1.203,-0.441,-1.127,-0.441,jaden ivey,Jaden Ivey,Chicago Bulls,-2.3,-0.7,-3.1,-0.579,-1.109,0.53,337.0,419.5,82.5,-0.426,-0.956,0.53,301.0,411.5,110.5,-0.497,-0.671,0.174,315.0,358.0,43.0,-0.205,3789.0,1.425,0.627,3.126,4.589,2.252,guard,3000+
2024-2026,2025.0,1629622,Max Strus,7833.0,7834.0,0.299,-0.297,-0.0,-0.297,0.125,0.248,0.373,0.018,1.242,1.26,0.018,1.242,1.26,-0.279,1.242,0.963,-0.26,1.366,1.106,-0.124,-0.124,-0.106,1.136,-0.0,1.242,-0.098,1.366,1.269,-0.279,1.242,-0.106,1.242,max strus,Max Strus,Cleveland Cavaliers,0.5,-0.4,0.1,0.514,0.204,0.309,129.0,179.5,50.5,0.027,0.476,-0.448,208.0,119.5,-88.5,0.94,-0.397,1.337,72.0,298.5,226.5,-0.393,3802.0,1.212,0.388,4.659,4.403,2.973,guard,3000+
2024-2026,2025.0,1630533,Ziaire Williams,7836.0,7859.0,0.299,-1.113,-0.0,-1.113,-0.858,-0.159,-1.018,-1.016,0.578,-0.438,-1.016,0.578,-0.438,-2.129,0.578,-1.551,-1.829,0.617,-1.212,-1.535,-1.535,-2.551,-1.973,-0.0,0.578,-2.136,0.617,-1.519,-2.129,0.578,-2.551,0.578,ziaire williams,Ziaire Williams,Brooklyn Nets,-2.3,0.9,-1.5,-0.451,-0.452,0.001,302.0,299.0,-3.0,-0.845,-0.956,0.11,397.0,411.5,14.5,0.346,0.794,-0.448,159.0,92.0,-67.0,1.102,3863.0,1.174,0.541,4.427,2.041,2.302,wing,3000+
2024-2026,2025.0,1630167,Obi Toppin,7886.0,7885.0,0.301,1.454,-0.0,1.454,0.594,-0.104,0.49,0.758,-1.34,-0.582,0.758,-1.34,-0.582,2.212,-1.34,0.872,2.247,-1.279,0.968,1.519,1.519,2.278,0.938,-0.0,-1.34,2.317,-1.279,1.038,2.212,-1.34,2.278,-1.34,obi toppin,Obi Toppin,Indiana Pacers,1.9,-0.9,1.1,0.456,0.615,-0.159,137.0,120.0,-17.0,1.422,1.192,0.23,35.0,52.5,17.5,-1.159,-0.854,-0.305,425.0,385.5,-39.5,1.439,3701.0,1.498,0.7,5.739,3.025,2.422,wing,3000+
2024-2026,2025.0,1630241,Sam Merrill,7891.0,7882.0,0.301,0.904,-0.0,0.904,-1.153,0.552,-0.601,-0.052,0.63,0.578,-0.052,0.63,0.578,0.852,0.63,1.482,0.83,0.674,1.504,1.498,1.498,1.446,2.076,-0.0,0.63,1.432,0.674,2.106,0.852,0.63,1.446,0.63,sam merrill,Sam Merrill,Cleveland Cavaliers,2.2,0.4,2.6,0.679,1.231,-0.552,103.0,52.0,-51.0,0.633,1.345,-0.712,99.0,42.0,-57.0,0.391,0.336,0.055,153.0,166.5,13.5,-1.272,3853.0,0.822,0.234,3.009,3.186,4.092,guard,3000+
2024-2026,2025.0,203114,Khris Middleton,7960.0,7942.0,0.303,-0.485,-0.0,-0.485,0.144,-0.002,0.142,0.268,-1.048,-0.78,0.268,-1.048,-0.78,-0.217,-1.048,-1.265,-0.202,-1.021,-1.223,-0.537,-0.537,-0.269,-1.317,-0.0,-1.048,-0.25,-1.021,-1.271,-0.217,-1.048,-0.269,-1.048,khris middleton,Khris Middleton,Dallas Mavericks,-0.4,-1.5,-1.9,-0.456,-0.617,0.161,304.0,341.5,37.5,0.06,0.016,0.044,199.0,195.0,-4.0,-0.955,-1.404,0.449,396.0,448.0,52.0,-0.957,3773.0,0.992,0.305,4.971,5.897,1.994,guard,3000+
2024-2026,2025.0,1630540,Miles McBride,7988.0,8012.0,0.303,0.024,-0.0,0.024,0.215,0.395,0.61,0.613,0.88,1.493,0.613,0.88,1.493,0.637,0.88,1.517,0.614,0.952,1.566,0.297,0.297,0.91,1.79,-0.0,0.88,0.888,0.952,1.839,0.637,0.88,0.91,0.88,miles mcbride,Miles McBride,New York Knicks,1.5,1.3,2.7,0.705,1.272,-0.567,99.0,47.5,-51.5,0.514,0.987,-0.474,113.0,67.5,-45.5,0.611,1.16,-0.548,119.0,60.0,-59.0,-1.125,4005.0,0.917,0.297,2.328,3.658,3.02,guard,3000+
2024-2026,2025.0,1641824,Matas Buzelis,8041.0,8034.0,0.305,-0.438,-0.0,-0.438,-0.133,-0.271,-0.404,-0.65,0.166,-0.484,-0.65,0.166,-0.484,-1.087,0.166,-0.922,-0.977,0.174,-0.803,0.218,0.218,-0.432,-0.266,-0.0,0.166,-0.398,0.174,-0.224,-1.087,0.166,-0.432,0.166,matas buzelis,Matas Buzelis,Chicago Bulls,-0.1,-0.4,-0.4,-0.281,-0.001,-0.28,269.0,214.0,-55.0,-0.371,0.169,-0.541,286.0,171.5,-114.5,-0.006,-0.397,0.39,227.0,298.5,71.5,2.633,3762.0,1.263,1.828,5.684,2.268,2.574,big,3000+
2024-2026,2025.0,1641729,Brice Sensabaugh,8048.0,8020.0,0.305,0.236,-0.0,0.236,-0.151,-0.096,-0.247,-0.357,-3.153,-3.51,-0.357,-3.153,-3.51,-0.121,-3.153,-3.274,-0.111,-2.948,-3.06,0.498,0.498,0.141,-3.012,-0.0,-3.153,0.134,-2.948,-2.815,-0.121,-3.153,0.141,-3.153,brice sensabaugh,Brice Sensabaugh,Utah Jazz,0.4,-1.8,-1.4,-1.22,-0.411,-0.809,434.0,292.0,-142.0,0.11,0.425,-0.315,183.0,129.5,-53.5,-2.484,-1.678,-0.805,475.0,461.0,-14.0,-0.252,3782.0,1.085,0.247,4.084,2.932,3.36,guard,3000+
2024-2026,2025.0,203903,Jordan Clarkson,8086.0,8067.0,0.306,-0.381,-0.0,-0.381,0.018,0.026,0.043,-0.244,-0.127,-0.371,-0.244,-0.127,-0.371,-0.625,-0.127,-0.752,-0.573,-0.13,-0.703,-0.905,-0.905,-1.149,-1.276,-0.0,-0.127,-1.03,-0.13,-1.16,-0.625,-0.127,-1.149,-0.127,jordan clarkson,Jordan Clarkson,New York Knicks,-0.9,-1.2,-2.1,-0.239,-0.699,0.459,262.0,359.0,97.0,-0.147,-0.24,0.093,235.0,264.5,29.5,-0.247,-1.129,0.882,272.0,418.0,146.0,-0.957,3929.0,1.246,0.22,2.721,4.682,2.245,guard,3000+
2024-2026,2025.0,1630228,Jonathan Kuminga,8145.0,8148.0,0.307,-0.163,-0.0,-0.163,-0.182,0.172,-0.01,0.003,1.244,1.247,0.003,1.244,1.247,-0.161,1.244,1.084,-0.149,1.369,1.22,-1.126,-1.126,-1.123,0.122,-0.0,1.244,-1.008,1.369,0.361,-0.161,1.244,-1.123,1.244,jonathan kuminga,Jonathan Kuminga,Atlanta Hawks,-1.2,1.4,0.2,0.561,0.245,0.316,119.0,175.0,56.0,0.089,-0.393,0.482,188.0,296.5,108.5,0.942,1.251,-0.309,71.0,52.5,-18.5,1.922,3925.0,1.807,0.624,5.292,3.21,1.229,wing,3000+
2024-2026,2025.0,1642377,Jaylen Wells,8166.0,8160.0,0.308,-1.016,-0.0,-1.016,0.09,0.016,0.106,0.715,0.301,1.016,0.715,0.301,1.016,-0.301,0.301,0.001,-0.279,0.318,0.039,-1.497,-1.497,-0.781,-0.48,-0.0,0.301,-0.711,0.318,-0.393,-0.301,0.301,-0.781,0.301,jaylen wells,Jaylen Wells,Memphis Grizzlies,0.8,-0.4,0.3,0.069,0.287,-0.217,196.0,166.5,-29.5,0.017,0.629,-0.612,210.0,102.0,-108.0,0.108,-0.397,0.505,204.0,298.5,94.5,0.347,3864.0,1.379,0.158,3.168,2.292,2.488,wing,3000+
2024-2026,2025.0,1641711,Gradey Dick,8181.0,8169.0,0.308,-1.634,-0.0,-1.634,-0.546,-0.4,-0.946,-0.314,-2.281,-2.594,-0.314,-2.281,-2.594,-1.948,-2.281,-4.228,-1.684,-2.132,-3.817,-2.156,-2.156,-2.47,-4.751,-0.0,-2.281,-2.078,-2.132,-4.21,-1.948,-2.281,-2.47,-2.281,gradey dick,Gradey Dick,Toronto Raptors,-1.9,0.2,-1.7,-1.535,-0.535,-1.001,461.0,320.5,-140.5,-0.765,-0.751,-0.014,375.0,379.5,4.5,-1.836,0.153,-1.989,470.0,191.5,-278.5,0.257,3928.0,1.036,0.174,3.29,1.989,2.365,wing,3000+
2024-2026,2025.0,203991,Clint Capela,8290.0,8306.0,0.311,-0.062,-0.0,-0.062,-0.443,-0.128,-0.571,-0.318,2.308,1.99,-0.318,2.308,1.99,-0.38,2.308,1.928,-0.351,2.662,2.311,0.682,0.682,0.364,2.672,-0.0,2.308,0.35,2.662,3.012,-0.38,2.308,0.364,2.308,clint capela,Clint Capela,Houston Rockets,-0.8,1.6,0.8,1.015,0.492,0.523,71.0,134.0,63.0,-0.023,-0.189,0.166,216.0,249.5,33.5,1.969,1.434,0.534,20.0,39.0,19.0,9.615,3989.0,6.038,2.004,8.312,1.832,0.009,big,3000+
2024-2026,2025.0,101108,Chris Paul,8303.0,8254.0,0.312,0.125,-0.0,0.125,-1.097,-1.001,-2.099,-0.178,-0.964,-1.142,-0.178,-0.964,-1.142,-0.053,-0.964,-1.017,-0.048,-0.943,-0.991,0.203,0.203,0.025,-0.939,-0.0,-0.964,0.025,-0.943,-0.918,-0.053,-0.964,0.025,-0.964,chris paul,Chris Paul,Toronto Raptors,-1.4,-1.4,-2.8,-0.359,-0.986,0.627,283.0,401.5,118.5,0.145,-0.495,0.641,171.0,318.5,147.5,-0.893,-1.312,0.419,389.0,441.0,52.0,-3.413,4052.0,0.506,0.249,4.371,9.338,2.026,guard,3000+
2024-2026,2025.0,1631110,Jeremy Sochan,8413.0,8395.0,0.314,-1.608,-0.0,-1.608,-0.318,0.205,-0.112,-0.785,-0.368,-1.154,-0.785,-0.368,-1.154,-2.394,-0.368,-2.762,-2.023,-0.374,-2.397,-1.878,-1.878,-2.663,-3.032,-0.0,-0.368,-2.217,-0.374,-2.591,-2.394,-0.368,-2.663,-0.368,jeremy sochan,Jeremy Sochan,New York Knicks,-2.6,-0.1,-2.7,-0.944,-0.945,0.001,402.0,395.0,-7.0,-0.953,-1.109,0.156,411.0,428.5,17.5,-0.441,-0.122,-0.319,302.0,243.0,-59.0,2.8,4026.0,2.692,0.662,5.669,3.729,0.975,big,3000+
2024-2026,2025.0,1627936,Alex Caruso,8466.0,8423.0,0.316,-0.039,-0.0,-0.039,-0.285,0.427,0.143,-0.149,3.889,3.74,-0.149,3.889,3.74,-0.188,3.889,3.701,-0.175,4.5,4.326,0.337,0.337,0.188,4.077,-0.0,3.889,0.179,4.5,4.679,-0.188,3.889,0.188,3.889,alex caruso,Alex Caruso,Oklahoma City Thunder,-0.7,3.5,2.8,1.853,1.313,0.541,18.0,43.5,25.5,0.075,-0.138,0.212,192.0,236.5,44.5,3.428,3.174,0.254,3.0,2.5,-0.5,0.317,4101.0,1.124,1.027,4.029,4.337,2.186,wing,3000+
2024-2026,2025.0,201587,Nicolas Batum,8489.0,8494.0,0.316,-2.336,-0.0,-2.336,1.352,-0.031,1.321,0.771,0.519,1.29,0.771,0.519,1.29,-1.565,0.519,-1.046,-1.378,0.552,-0.826,-1.593,-1.593,-0.822,-0.303,-0.0,0.519,-0.746,0.552,-0.194,-1.565,0.519,-0.822,0.519,nicolas batum,Nicolas Batum,Los Angeles Clippers,-2.1,0.0,-2.1,-0.29,-0.699,0.408,275.0,359.0,84.0,-0.595,-0.853,0.259,342.0,397.0,55.0,0.294,-0.03,0.325,168.0,223.5,55.5,1.298,4184.0,1.205,0.835,4.388,2.375,2.177,wing,3000+
2024-2026,2025.0,1627751,Jakob Poeltl,8549.0,8537.0,0.318,0.24,-0.0,0.24,-0.085,-0.066,-0.151,0.216,2.66,2.876,0.216,2.66,2.876,0.455,2.66,3.116,0.438,3.079,3.517,0.623,0.623,0.838,3.499,-0.0,2.66,0.816,3.079,3.894,0.455,2.66,0.838,2.66,jakob poeltl,Jakob Poeltl,Toronto Raptors,0.1,0.8,0.9,1.517,0.533,0.984,36.0,128.5,92.5,0.416,0.271,0.144,130.0,153.5,23.5,2.299,0.702,1.597,15.0,106.0,91.0,6.007,4157.0,3.888,1.55,7.361,3.274,0.009,big,3000+
2024-2026,2025.0,1631323,Simone Fontecchio,8573.0,8587.0,0.318,-0.543,-0.0,-0.543,0.106,-0.009,0.098,0.118,0.199,0.317,0.118,0.199,0.317,-0.426,0.199,-0.226,-0.392,0.209,-0.183,-0.415,-0.415,-0.298,-0.098,-0.0,0.199,-0.276,0.209,-0.067,-0.426,0.199,-0.298,0.199,simone fontecchio,Simone Fontecchio,Miami Heat,0.1,-0.2,-0.1,-0.023,0.122,-0.145,217.0,191.5,-25.5,-0.046,0.271,-0.317,222.0,153.5,-68.5,0.022,-0.214,0.235,221.0,264.0,43.0,0.881,4057.0,1.526,0.39,4.437,2.369,2.955,wing,3000+
2024-2026,2025.0,1630191,Isaiah Stewart,8622.0,8659.0,0.32,-1.646,-0.0,-1.646,0.144,0.216,0.36,0.052,-0.051,0.001,0.052,-0.051,0.001,-1.595,-0.051,-1.645,-1.403,-0.052,-1.455,-0.723,-0.723,-0.671,-0.722,-0.0,-0.051,-0.614,-0.052,-0.666,-1.595,-0.051,-0.671,-0.051,isaiah stewart,Isaiah Stewart,Detroit Pistons,-1.9,0.2,-1.8,-0.552,-0.576,0.023,332.0,332.0,0.0,-0.608,-0.751,0.143,349.0,379.5,30.5,-0.185,0.153,-0.338,262.0,191.5,-70.5,4.83,4171.0,2.589,2.002,5.99,2.261,1.07,big,3000+
2024-2026,2025.0,1628379,Luke Kennard,8652.0,8688.0,0.32,0.149,-0.0,0.149,0.05,-0.036,0.015,0.611,-1.382,-0.77,0.611,-1.382,-0.77,0.761,-1.382,-0.621,0.737,-1.316,-0.579,0.984,0.984,1.595,0.214,-0.0,-1.382,1.591,-1.316,0.275,0.761,-1.382,1.595,-1.382,luke kennard,Luke Kennard,Los Angeles Lakers,-0.5,-1.4,-1.8,-0.188,-0.576,0.388,252.0,332.0,80.0,0.582,-0.035,0.618,108.0,207.5,99.5,-1.188,-1.312,0.124,430.0,441.0,11.0,-1.585,4153.0,0.693,0.13,3.45,4.551,2.921,guard,3000+
2024-2026,2025.0,203992,Bogdan Bogdanović,8663.0,8651.0,0.321,0.128,-0.0,0.128,-0.224,-0.008,-0.232,0.304,0.415,0.719,0.304,0.415,0.719,0.432,0.415,0.847,0.415,0.44,0.855,0.212,0.212,0.515,0.93,-0.0,0.415,0.496,0.44,0.936,0.432,0.415,0.515,0.415,bogdan bogdanovic,Bogdan Bogdanovic,Los Angeles Clippers,-0.5,-0.3,-0.9,0.409,-0.206,0.615,145.0,254.0,109.0,0.403,-0.035,0.438,133.0,207.5,74.5,0.205,-0.305,0.51,183.0,280.0,97.0,-1.098,4200.0,0.711,0.343,3.489,3.806,3.24,guard,3000+
2024-2026,2025.0,203994,Jusuf Nurkić,8723.0,8691.0,0.322,-0.947,-0.0,-0.947,0.139,1.126,1.265,0.209,3.125,3.334,0.209,3.125,3.334,-0.737,3.125,2.387,-0.673,3.616,2.944,-1.068,-1.068,-0.858,2.266,-0.0,3.125,-0.778,3.616,2.839,-0.737,3.125,-0.858,3.125,jusuf nurkic,Jusuf Nurkic,Utah Jazz,-1.3,1.6,0.3,1.278,0.287,0.992,49.0,166.5,117.5,-0.202,-0.444,0.242,248.0,308.5,60.5,2.726,1.434,1.292,6.0,39.0,33.0,5.002,4224.0,3.537,1.159,10.611,5.216,0.673,big,3000+
2024-2026,2025.0,1630163,LaMelo Ball,8727.0,8659.0,0.322,4.072,-0.0,4.072,1.163,-0.357,0.806,0.504,-0.12,0.384,0.504,-0.12,0.384,4.576,-0.12,4.456,4.721,-0.123,4.597,4.301,4.301,4.805,4.685,-0.0,-0.12,4.957,-0.123,4.833,4.576,-0.12,4.805,-0.12,lamelo ball,LaMelo Ball,Charlotte Hornets,5.9,-0.9,5.0,1.966,2.216,-0.25,17.0,10.5,-6.5,2.798,3.237,-0.439,9.0,7.0,-2.0,-0.242,-0.854,0.613,271.0,385.5,114.5,-3.285,4231.0,1.2,0.289,4.688,8.815,4.433,guard,3000+
2024-2026,2025.0,1631222,Jake LaRavia,8728.0,8743.0,0.322,-1.166,-0.0,-1.166,0.572,-0.002,0.57,0.751,-0.188,0.563,0.751,-0.188,0.563,-0.415,-0.188,-0.603,-0.383,-0.192,-0.574,-1.187,-1.187,-0.437,-0.625,-0.0,-0.188,-0.402,-0.192,-0.594,-0.415,-0.188,-0.437,-0.188,jake laravia,Jake LaRavia,Los Angeles Lakers,-0.4,-0.2,-0.6,-0.186,-0.083,-0.103,249.0,230.5,-18.5,-0.041,0.016,-0.057,221.0,195.0,-26.0,-0.296,-0.214,-0.082,280.0,264.0,-16.0,1.789,4223.0,2.191,0.622,3.887,3.077,1.628,wing,3000+
2024-2026,2025.0,202685,Jonas Valančiūnas,8737.0,8726.0,0.323,0.924,-0.0,0.924,0.866,-0.286,0.58,0.592,1.148,1.74,0.592,1.148,1.74,1.516,1.148,2.664,1.506,1.258,2.764,1.051,1.051,1.643,2.791,-0.0,1.148,1.641,1.258,2.9,1.516,1.148,1.643,1.148,jonas valanciunas,Jonas Valanciunas,Denver Nuggets,0.4,-1.3,-0.9,1.204,-0.206,1.41,57.0,254.0,197.0,1.01,0.425,0.585,64.0,129.5,65.5,0.855,-1.221,2.075,80.0,430.0,350.0,6.349,4321.0,4.007,1.258,9.964,3.458,0.442,big,3000+
2024-2026,2025.0,1627749,Dejounte Murray,8753.0,8748.0,0.323,1.023,-0.0,1.023,-0.145,0.065,-0.079,-0.067,-0.73,-0.797,-0.067,-0.73,-0.797,0.956,-0.73,0.225,0.934,-0.725,0.208,0.592,0.592,0.525,-0.205,-0.0,-0.73,0.506,-0.725,-0.219,0.956,-0.73,0.525,-0.73,dejounte murray,Dejounte Murray,New Orleans Pelicans,0.5,-0.5,0.0,0.14,0.163,-0.023,181.0,185.0,4.0,0.691,0.476,0.216,87.0,119.5,32.5,-0.72,-0.488,-0.231,355.0,318.5,-36.5,-1.84,4184.0,0.714,0.336,5.231,7.047,2.34,guard,3000+
2024-2026,2025.0,1630182,Josh Green,8757.0,8741.0,0.323,-2.542,-0.0,-2.542,0.412,0.251,0.663,0.586,0.442,1.028,0.586,0.442,1.028,-1.956,0.442,-1.514,-1.691,0.469,-1.222,-2.41,-2.41,-1.824,-1.382,-0.0,0.442,-1.585,0.469,-1.117,-1.956,0.442,-1.824,0.442,josh green,Josh Green,Charlotte Hornets,-1.0,0.9,-0.2,-0.455,0.081,-0.537,303.0,198.0,-105.0,-0.769,-0.291,-0.478,377.0,279.0,-98.0,0.228,0.794,-0.566,178.0,92.0,-86.0,0.274,4302.0,1.18,0.251,2.653,2.385,1.9,wing,3000+
2024-2026,2025.0,1642264,Stephon Castle,8759.0,8739.0,0.323,0.234,-0.0,0.234,0.792,0.085,0.877,0.313,0.26,0.573,0.313,0.26,0.573,0.547,0.26,0.806,0.527,0.273,0.8,-0.624,-0.624,-0.312,-0.052,-0.0,0.26,-0.289,0.273,-0.015,0.547,0.26,-0.312,0.26,stephon castle,Stephon Castle,San Antonio Spurs,1.5,0.9,2.4,0.386,1.149,-0.762,148.0,59.5,-88.5,0.465,0.987,-0.522,119.0,67.5,-51.5,0.073,0.794,-0.72,209.0,92.0,-117.0,-1.01,4198.0,1.604,0.352,4.048,7.152,1.509,guard,3000+
2024-2026,2025.0,1627827,Dorian Finney-Smith,8770.0,8788.0,0.323,-1.9,-0.0,-1.9,1.448,0.426,1.874,0.963,1.326,2.29,0.963,1.326,2.29,-0.936,1.326,0.39,-0.846,1.463,0.617,-1.67,-1.67,-0.707,0.62,-0.0,1.326,-0.646,1.463,0.817,-0.936,1.326,-0.707,1.326,dorian finney smith,Dorian Finney-Smith,Houston Rockets,-1.6,0.6,-1.0,0.31,-0.247,0.557,160.0,262.5,102.5,-0.298,-0.598,0.299,268.0,341.5,73.5,1.017,0.519,0.498,65.0,142.0,77.0,1.608,4371.0,1.845,0.552,3.566,1.919,2.248,wing,3000+
2024-2026,2025.0,201143,Al Horford,8822.0,8830.0,0.325,-0.185,-0.0,-0.185,0.517,-0.063,0.454,0.128,0.001,0.129,0.128,0.001,0.129,-0.057,0.001,-0.055,-0.051,0.002,-0.049,0.681,0.681,0.809,0.81,-0.0,0.001,0.786,0.002,0.788,-0.057,0.001,0.809,0.001,al horford,Al Horford,Golden State Warriors,-0.5,-0.1,-0.6,0.033,-0.083,0.116,203.0,230.5,27.5,0.144,-0.035,0.179,172.0,207.5,35.5,-0.142,-0.122,-0.02,257.0,243.0,-14.0,2.334,4372.0,1.688,1.35,6.554,3.392,2.437,big,3000+
2024-2026,2025.0,1630703,Scoot Henderson,8857.0,8823.0,0.326,-1.73,-0.0,-1.73,0.331,0.087,0.418,0.16,-1.507,-1.347,0.16,-1.507,-1.347,-1.571,-1.507,-3.078,-1.382,-1.426,-2.808,-1.748,-1.748,-1.588,-3.095,-0.0,-1.507,-1.397,-1.426,-2.823,-1.571,-1.507,-1.588,-1.507,scoot henderson,Scoot Henderson,Portland Trail Blazers,-1.0,-0.4,-1.4,-1.115,-0.411,-0.704,422.0,292.0,-130.0,-0.597,-0.291,-0.306,345.0,279.0,-66.0,-1.276,-0.397,-0.879,439.0,298.5,-140.5,-1.925,4272.0,1.037,0.295,2.941,6.598,2.098,guard,3000+
2024-2026,2025.0,1629655,Daniel Gafford,8879.0,8869.0,0.326,1.273,-0.0,1.273,-0.343,-0.561,-0.904,-0.344,1.571,1.227,-0.344,1.571,1.227,0.929,1.571,2.5,0.908,1.76,2.668,2.271,2.271,1.927,3.498,-0.0,1.571,1.944,1.76,3.704,0.929,1.571,1.927,1.571,daniel gafford,Daniel Gafford,Dallas Mavericks,0.4,0.2,0.6,1.164,0.41,0.754,62.0,145.5,83.5,0.677,0.425,0.252,91.0,129.5,38.5,1.253,0.153,1.101,44.0,191.5,147.5,7.969,4235.0,4.148,2.754,7.14,2.151,0.0,big,3000+
2024-2026,2025.0,1630172,Patrick Williams,8932.0,8948.0,0.327,-2.787,-0.0,-2.787,-0.257,0.164,-0.093,-0.692,-0.153,-0.845,-0.692,-0.153,-0.845,-3.479,-0.153,-3.632,-2.821,-0.156,-2.977,-2.639,-2.639,-3.331,-3.484,-0.0,-0.153,-2.701,-0.156,-2.858,-3.479,-0.153,-3.331,-0.153,patrick williams,Patrick Williams,Chicago Bulls,-3.6,-0.2,-3.8,-1.186,-1.397,0.211,430.0,452.5,22.5,-1.397,-1.62,0.223,460.0,465.0,5.0,-0.268,-0.214,-0.054,278.0,264.0,-14.0,1.07,4224.0,1.176,0.776,4.091,2.514,2.131,wing,3000+
2024-2026,2025.0,1631165,Keon Ellis,8950.0,8955.0,0.328,-0.736,-0.0,-0.736,-0.153,-0.026,-0.178,0.352,0.5,0.852,0.352,0.5,0.852,-0.384,0.5,0.116,-0.354,0.531,0.177,0.145,0.145,0.497,0.997,-0.0,0.5,0.478,0.531,1.01,-0.384,0.5,0.497,0.5,keon ellis,Keon Ellis,Cleveland Cavaliers,-0.6,0.9,0.3,0.127,0.287,-0.16,185.0,166.5,-18.5,-0.025,-0.086,0.061,217.0,221.5,4.5,0.278,0.794,-0.516,172.0,92.0,-80.0,0.915,4399.0,1.064,1.129,2.791,2.267,2.455,wing,3000+
