lam,ratio,c,corr_total,corr_off,corr_def
758.2484062734396,0.2872,0.7,0.5230583425673473,0.5238584759496762,0.5088259517793169
758.2484062734396,0.2872,0.8,0.5368047969287535,0.5409206242178703,0.5226046228502814
758.2484062734396,0.2872,0.9,0.5473916213839856,0.5542541557190566,0.533906343561488
758.2484062734396,0.2872,1.0,0.555398644564247,0.5647068800914802,0.5430865299134628
758.2484062734396,0.2872,1.1,0.5613303192510707,0.5729350683843066,0.5504719438316181
758.2484062734396,0.5,0.4,0.46015475174625303,0.43827203251491087,0.45550196331358195
758.2484062734396,0.5,0.5,0.48709644059248963,0.47386647602251175,0.47922116480040755
758.2484062734396,0.5,0.6,0.5088429365107328,0.5018667153405629,0.49914850884042516
758.2484062734396,0.5,0.7,0.526029444156711,0.5237532566323118,0.5156543868078342
758.2484062734396,0.5,0.8,0.5393550923216411,0.5408319810353446,0.5291560396970232
758.2484062734396,0.5,0.9,0.5494982980274635,0.5541769823280658,0.5400750317830239
758.2484062734396,0.5,1.0,0.5570695186302128,0.5646376893888198,0.5488095385770628
758.2484062734396,0.5,1.1,0.562591846211868,0.5728715033886549,0.5557190141895482
758.2484062734396,1.0,0.4,0.4661415812894021,0.4378529728073066,0.46822409664931947
758.2484062734396,1.0,0.5,0.4929401745153813,0.4735352269239098,0.4924698757435732
758.2484062734396,1.0,0.6,0.5141800528236281,0.5015999527509579,0.5123462825522669
758.2484062734396,1.0,0.7,0.5306423424430223,0.5235329293805191,0.5283755737032186
758.2484062734396,1.0,0.8,0.5431432609795742,0.5406448541248964,0.5411138896836074
758.2484062734396,1.0,0.9,0.5524443976878902,0.5540136505670589,0.5510976403177759
758.2484062734396,1.0,1.0,0.5592091361274688,0.5644915799502835,0.5588129944293975
758.2484062734396,1.0,1.1,0.5639902380975997,0.5727380557415792,0.5646826322542527
989.8464007679534,0.1,0.4,0.4570360693224502,0.44983288070099986,0.44347678222439735
